name,formattedAddress,lat,long,photoReference,placeID,rating,userRatingsTotal,cityType,cityName,compoundCode,types,hiddenGems,ticketStatus,budget,category,userType,openHours,closeHours,closeDays,description,access,activity,facility,suggestion
Museum Tanah dan Pertanian,"Jl. Ir. H. Juanda No.98, RT.01/RW.01, Gudang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16123, Indonesia",-6.6037032,106.7978677,ATJ83zhie-ab1RFzQrHtCF8tg-Nwryosjrob14h1xvaOwi60iOYp6f3CKvKJ3LZoLsued34hMD-JDLevE-5JOwINjpmP0VmyCQU5CnWzX-lsd33ehtrst9-9lqPSybynwfUc9ataFMMgILbpmRcf-DkkJqEXP9p1YrBp09fHFHW1ckmhoAsm,ChIJ724ZI8HFaS4RSdP_O099Xdg,4.7,671,kota,KOTA BOGOR,"9QWX+G4 Gudang, Bogor City, West Java",museum|tourist_attraction|point_of_interest|establishment,No,No,Low,Edukasi|Historical|Entertain,Solo|Family|Couple|Friends,09.00,16.0,-,"Museum Tanah dan Pertanian di Bogor merupakan museum yang terletak di pusat kota, di depan pintu masuk Kebun Raya Bogor. Dulunya laboratorium agrogeologi pemerintah Belanda, museum ini kini menjadi aset Barang Milik Negara yang dikelola oleh Pusat Perpustakaan dan Penyebaran Teknologi Pertanian Kementerian Pertanian RI. Terdiri dari dua gedung, bagian depan adalah Museum Tanah, sementara bagian belakangnya adalah Museum Pertanian.","Lokasinya sangat strategis, tepatnya di Jalan Ir. H. Juanda No.98, Gudang, Kecamatan Bogor, Kota Bogor. Pengunjung bisa menitipkan tas atau barang bawaan di loker setelah menuliskan data diri di meja pendaftaran.",Workshop tanah liat jika sedang diadakan.Menikmati keindahan museum.Belajar dari informasi yang sudah disediakan.,loker.Mushola.Ruang Sinema.Ruang Pertemuan.Penginapan.Playground.,Pastikan untuk menitipkan barang bawaan di loker sebelum menjelajahi museum.Perhatikan informasi tentang tanah dan pertanian yang disajikan di setiap lantai.
Kebun Durian Warso Farm,"Jl. K.H. Halimi, Cipelang, Kec. Cijeruk, Kabupaten Bogor, Jawa Barat 16740, Indonesia",-6.6902121,106.7911815,ATJ83zjBNdMF4A3EZgQVnyK4KwU-eGQVAOh7P_IT1Y0l8Na-rQ-e4lX5nVJ33ybBStwccoGAaifGrNHT3LwI--Q0bltdJv3Z1qkw4PorjOi2_5ROTOT1N7jSOc3KWQ9w1xjR-tSToOqekiwvmSzfv3Dpvx6HD9pLXZ31pWBUc0nGDBYS815z,ChIJxVGBKuvOaS4RCykYU-Ac1d4,4.3,7802,kota,KOTA BOGOR,"8Q5R+WF Cipelang, Bogor Regency, West Java",tourist_attraction|point_of_interest|establishment,No,No,Low,Nature|Relaxing|Kuliner,Solo|Family|Couple|Friends,07.00,19.0,-,"Warso Farm di Bogor adalah destinasi agrowisata yang memungkinkan pengunjung memetik dan menikmati durian langsung dari pohonnya. Terletak di Jalan K.H. Halimi, Cipelang, Kecamatan Cijeruk, Bogor, tempat ini memiliki 23 hektar perkebunan dengan sekitar 15.000 pohon durian dari 15 varietas yang berbeda.","Terletak sekitar 20 km dari pusat Kota Bogor, lokasinya dapat diakses dalam waktu sekitar 1.5 jam dari Jakarta melalui jalur darat. Akses ke tempat ini cukup mudah dengan mengikuti papan penunjuk arah di jalan besar Bogor.","Pengunjung dapat memilih dan memetik durian dari pohonnya sendiri.Dengan rimbunnya pepohonan, cocok untuk piknik keluarga.Selain durian, ada juga buah-buahan lain untuk dinikmati saat musim panen.",Kebun durian.Taman bermain anak.,"Durian tinggi kalori, perhatikan porsi saat menikmatinya.Tempat ini bisa ramai saat akhir pekan atau liburan, datanglah lebih awal untuk menghindari kerumunan."
Indonesian Museum of Ethnobotany,"Pusat Penelitian Biologi – LIPI, Jl. Ir. H. Juanda No.22 - 24, RT.02/RW.08, Paledang, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 16122, Indonesia",-6.599120699999999,106.7939635,ATJ83ziLC-LQF2O03AlA0XHmeZPmwK9aiLt0pN9HYw5t4bNbiRjTlSNu5p554GZedTwjgXxcJA82JUHo0OCrjfU1shmxLCdCqvuK_8kdg5Yf5AqDKP_T6zU-6UXOvE7mDK6D1-6rA_xYVe24Jo9U2J0MQGyXse3oBCVyv5HebQOHb-oSHFRz,ChIJ-_H97MfFaS4RkMHGqwswIT0,4.6,1247,kota,KOTA BOGOR,"CQ2V+9H Paledang, Bogor City, West Java",museum|tourist_attraction|point_of_interest|establishment,No,Yes,Low,Edukasi|Historical|Entertain,Solo|Family|Couple|Friends,08.00,16.0,-,"Museum Etnobotani Bogor adalah museum yang menggabungkan ilmu botani dengan karya budaya etnik dari seluruh Indonesia. Dibangun pada tahun 1982, museum ini memamerkan artefak sekitar 2000 dari berbagai daerah di Indonesia, termasuk peralatan rumah tangga, mainan, pakaian tradisional, alat pertanian, alat musik, dan koleksi tumbuhan obat.","Terletak di Jl. Juanda No 22-24, Bogor, Jawa Barat, museum ini dekat dengan Istana dan Kebun Raya Bogor, dapat dijangkau dengan berjalan kaki.","Pengunjung dapat melihat relief, artefak rumah tangga, peralatan pertanian, alat musik, dan kain tenun tradisional.Diorama dan artefak memperlihatkan bagaimana suku di Indonesia memanfaatkan tumbuhan.Mempelajari tumbuhan obat.",Diorama dan informasi budaya.,Cek jam operasional karena museum ini memiliki jadwal operasional yang berbeda.Baca informasi yang tertera di dekat kaca untuk memahami artefak yang dipamerkan.
Kampoeng Wisata Cinangneng,"CPM6+JHG, Jl. Babakan Kemang, RT.1/RW.2, Cihideung Udik, Kec. Ciampea, Kabupaten Bogor, Jawa Barat 16620, Indonesia",-6.5659313,106.7114553,ATJ83zjS6pXwAvU8NjF9KG2RsQsDIqlAj-HRSpHP19SlSdshdW-KNYga0l1JxYeawg8K78ArXqfe4R4sicNNEWUZU8r0y1PFQsnQhGVxROj_QPy4JaAUs8Plst3C3WhoMR-P6MUej4eUgSB4PxPhgxn9_RLjM6sb8Lc1NP3e4pFef3AxjgXH,ChIJSU0oJkbbaS4Rh1AyD5vUkEQ,4.4,1956,kota,KOTA BOGOR,,tourist_attraction|point_of_interest|establishment,No,Yes,Medium,Nature|Relaxing|Entertain|Perbelanjaan|Kuliner|Edukasi|Art,Solo|Family|Couple|Friends,08.00,17.0,-,"Kampoeng Wisata Cinangneng adalah destinasi wisata di Bogor dengan konsep edukasi dan nilai budaya. Tempat ini menawarkan suasana pedesaan yang sejuk dan menyegarkan, cocok untuk menghindari keramaian perkotaan.","Terletak di Jalan Babakan Kemang, Cihideung Udik, Kecamatan Ciampea, Kabupaten Bogor. Lokasinya dapat diakses melalui rute jalan utama, dan kendaraan pribadi maupun transportasi umum.","Mengunjungi usaha-usaha kecil warga setempat seperti konveksi dan kerajinan bambu.Bermain alat musik tradisional, menari tarian tradisional, membuat kue, mempelajari pembuatan jamu, melukis di caping, membuat wayang-wayangan, dan memandikan kerbau.",perlengkapan pakaian adat.,Sesuaikan paket wisata dengan jumlah peserta dan aktivitas yang diinginkan.Jangan ragu untuk bertanya kepada instruktur tentang aktivitas atau hal lain yang ingin dipelajari.
Leuwi Hejo,"Jalan raya, Cibadak, Kec. Sukamakmur, Kabupaten Bogor, Jawa Barat 16830, Indonesia",-6.5926623,106.9549826,ATJ83zgTgaF98htTkP42wSP169fGVs7vM80HlxKFe0ZF9ZF6hA-MQTQqIdClILh-mB1148puL_lXR5sANM44BivzbMhpjuUsfoxpY67X-Xd_kfhBbIMahtNl2PK-OfDtDwOGQ5fgUAUhqTKsTrXLix_eZijiSjS6jjG0yJZeJ3APPl59Tg7w,ChIJKQHQj1O4aS4RLKzwNHhUi_o,4.3,9724,kota,KOTA BOGOR,"CX43+WX Central Karang, Bogor Regency, West Java",tourist_attraction|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing|Adventure,Solo|Family|Couple|Friends,00.00,23.59,-,"Air terjun Leuwi Hejo, terletak di Sentul, Bogor, adalah air terjun yang dikenal dengan warna airnya yang hijau. Keindahannya meliputi panorama perbukitan hijau dan kejernihan airnya, membuatnya menarik bagi pengunjung yang ingin menikmati keindahan alam.","Lokasi air terjun ini berada di Kawasan Hutan RPH Babakan Madang BKPH Bogor. Untuk mencapainya, wisatawan harus melakukan perjalanan trekking sekitar 20-30 menit dari lokasi parkir. Rutenya melalui jalur trekking yang landai dan tangga bebatuan, dan terdapat jembatan bambu menuju air terjun.",Bermain air.Menikmati pemandangan.Hiking dan trekking.,Pos keamanan.Sewa alat pelampung.Toilet.kedai makanan dan minuman.,Pastikan untuk memperhatikan cuaca dan membawa barang secukupnya untuk kenyamanan selama trekking.Kenakan pakaian dan sepatu yang nyaman untuk hiking.
Kampung Perca Sindangsari,"Gg. Raden Alibasyah, Sindangsari, Kec. Bogor Tim., Kota Bogor, Jawa Barat 16146, Indonesia",-6.6528624,106.8458244,ATJ83zjzMrLw_N4IPOMILQsZdlbinFUrFesI1_U9CDU76NuCPavQkZt73DfSTmMkhBLoe1kY-1qFZu3gb6ohQwAlTJKUJd3FJc7-9ZJ6B5PmtZSRl_bzyD_vm3V_EJWhqTeIMUS8bh6laPz3_CVGkMROfaIJ-A192b6tbb-6KaC_drf2XX-n,ChIJMZ2iPk3JaS4RixH8tBHFWaw,4.7,58,kota,KOTA BOGOR,"8RWW+V8 Sindangsari, Bogor City, West Java",tourist_attraction|point_of_interest|establishment,No,No,Low,Relaxing|Entertain|Perbelanjaan|Kuliner|Edukasi|Art,Solo|Family|Couple|Friends,09.00,16.0,-,"Kampung Perca di Gang Raden Alibasyah, Jalan Raya Wangun Atas, Sindangsari, Bogor Timur, merupakan sebuah kampung wisata yang menerapkan konsep pemberdayaan perempuan dan ibu rumah tangga. Kampung ini berdiri sebagai inisiatif dalam menghadapi menurunnya perekonomian akibat pandemi COVID-19 dengan mengembangkan potensi kain sisa atau kain perca.","Kampung Perca berlokasi di Gang Raden Alibasyah, Sindangsari, Bogor Timur, dapat dijangkau melalui Jalan Raya Wangun Atas. Lokasinya berada di kelurahan padat penduduk di Kota Bogor, Jawa Barat.","Mengunjungi galeri-galeri seperti Galeri Kriwil, Galeri Petok, Galeri Pangsi, dan Galeri Pak Has untuk melihat dan membeli produk-produk kerajinan dari kain perca.Menikmati kuliner khas yang tersedia di tempat, serta melihat proses pembuatan produk kerajinan.Mural dan spot foto menarik di sekitar kampung untuk berfoto dan mengabadikan momen.",Kamar mandi umum.Kios souvenir.Spot foto.,Kenakan pakaian yang nyaman dan sesuai untuk berjalan-jalan di kampung.Mungkin lebih baik membawa uang tunai karena tidak semua tempat menerima pembayaran dengan kartu.Belilah produk lokal sebagai dukungan terhadap pemberdayaan masyarakat setempat.
Pusat Pengembangan Teknologi Penangkaran Rusa Bogor,"Jl. Pinus No.12, RT.03/RW.05, Situgede, Kec. Bogor Bar., Kota Bogor, Jawa Barat 16115, Indonesia",-6.550680499999999,106.7470717,ATJ83zgmHrzXm8sFkfOt310BY7xmx0fH0kL4iLqapFmLgsUfQ9Ad4D61yicn7oE_JniTm7sbwd7uE5_Ovl9lCoAfxzZ6KEGr8uUcadLnMWKTUUVuixhCuyJR1eQ2v1TKmM7HTbISuUa51REEWLFzX0zrBsnel6rnTjvwAYopvq5XdsivBQYg,ChIJZat_ep_EaS4Ry8ibNsPWjeE,4.5,213,kota,KOTA BOGOR,"CPXW+PR Situgede, Bogor City, West Java",tourist_attraction|zoo|point_of_interest|establishment,No,No,Low,Nature|Relaxing|Entertain,Solo|Family|Couple|Friends,08.00,17.0,-,"Pusat Pengembangan Teknologi Penangkaran Rusa Bogor adalah lokasi penangkaran rusa yang juga menjadi tempat rekreasi dengan suasana alam yang teduh. Terletak di Jl. Pinus No.12, Situgede, Bogor Barat, Jawa Barat, pusat ini menawarkan pengalaman berinteraksi dengan rusa sambil menikmati keindahan danau Situ Gede.","Lokasinya berada di Jl. Pinus No.12, Situgede, Bogor Barat, dapat diakses melalui CIFOR Bogor. Untuk masuk ke area gunung, tidak dikenakan biaya.",Berinteraksi dan memberi makan rusa yang ada di penangkaran.Menikmati danau yang luas dengan kesempatan menyewa perahu bebek untuk mengelilingi danau.Menikmati suasana hutan pepohonan rimbun dengan udara sejuk.,Kandang rusa.Fasilitas parkir.Area bersantai.,"Mohon untuk tidak meninggalkan sampah sembarangan.Berinteraksi dengan rusa dengan tetap memperhatikan aturan dan keselamatan hewan.Pusat ini bisa cukup ramai pada akhir pekan, terutama hari Sabtu dan Minggu."
Goa Agung Garunggang,"Jl. Ptp Terusan, Karang Tengah, Kec. Babakan Madang, Kabupaten Bogor, Jawa Barat 16810, Indonesia",-6.57315,106.936201,ATJ83zgLOQfYNsKOZlIYDt_blnIE9eJdY3owfJtNhzhe8Me8Jmm3as1RGSgpZ-8DmwsfFHk5bPIKI30an-qkKECPCkWEicNr38lw90PamgVvMfAk68JM4xGkWxyXxymM1UPuqngMODtY5CP_dcSgWQd4zD7NV9y6Ax2HRhfAQ1f3H4JYAu_8,ChIJj8kjtPK4aS4RBjTeIL8Itts,4.6,635,kota,KOTA BOGOR,"CWGP+PF Central Karang, Bogor Regency, West Java",tourist_attraction|park|point_of_interest|establishment,No,No,Low,Nature|Relaxing|Adventure,Solo|Family|Couple|Friends,08.00,16.0,-,"Goa Agung Garunggang di Bogor adalah gua unik yang memerlukan penurunan ke bawah untuk dijangkau. Terletak di bawah tanah, di dalam gua ini terdapat stalaktit, stalagmit, dan air terjun mini. Di sekitar gua, terdapat labirin batu alami dan sungai dengan air yang sangat jernih.","Lokasi gua ini berada di Jalan Ptp Terusan, Karang Tengah, Kecamatan Babakan Madang, Kabupaten Bogor. Dapat diakses dengan berkendara sekitar 22 kilometer dari pusat kota Bogor, memakan waktu sekitar 1 jam.",Menjelajahi gua.Eksplorasi labirin batu.Bermain di sungai.,Tangga bambu.Warung.Pemandu.,"Siapkan fisik yang baik karena akan ada perjalanan sekitar tiga kilometer, termasuk perjalanan di dalam gua.Bawa senter atau headlamp sendiri karena gua sangat gelap.Gunakan alas kaki yang nyaman dan perhatikan kebersihan.Di dalam gua terdapat kelelawar, jadi tetaplah menghormati habitat mereka.Meskipun tidak ada biaya masuk, disarankan memberikan sumbangan sukarela kepada pemandu."
Gunung Peyek,"HPC2+22X, Jl. Pasar Ciseeng, Bojong Indah, Kec. Parung, Kabupaten Bogor, Jawa Barat 16330, Indonesia",-6.4298752,106.7000962,ATJ83zixlOayBsQLka0jBn81zlBscaPWZI9a32GwHB_rByTBRzXDEfqLctsHa1iBqT-dxh3wFL14vMmbLzwbmrJObggN7ZbbIsGvOG38IEXK6RdnjWYNKnhND58-eQB-Bk3QowPVKHe6NW7AjkcCo0VLaqb5nrodX8XJNxvjs-aeHwY8n0-h,ChIJYQDldMrnaS4RfJlMNheX-cs,4.0,940,kota,KOTA BOGOR,,tourist_attraction|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing|Adventure,Solo|Family|Couple|Friends,07.00,17.0,-,"Gunung Peyek adalah destinasi wisata alam di Bogor yang terletak di tengah area persawahan. Meskipun disebut gunung, sebenarnya ini adalah bukit kapur kecil yang memiliki pesona pemandian air panas yang memukau.","Lokasinya berada di Jalan Pasar Ciseeng, Bogor, terletak di tengah-tengah sawah. Akses ke sini lebih cocok dengan motor atau sepeda karena aksesnya yang kecil. Pada musim hujan, jalannya licin dan berlumpur, perlu perhatian khusus saat melintasinya. Bagi pengunjung yang membawa mobil, dapat memarkir di kawasan perumahan warga dan berjalan kaki ke lokasi.",Pemandian air panas.Bersepeda.Spot foto dan pemandangan alam.,Toilet.Warung makan.Tempat parkir.Spot Foto.Pemandian air panas.,"Untuk merasakan ketenangan alam, sebaiknya hindari hari libur karena tempat ini cenderung ramai.Meski berbau belerang, airnya hangat dan menyenangkan untuk berendam.Perhatikan keadaan jalanan, terutama saat musim hujan yang membuat akses licin.Tetap hormati keyakinan sekitar yang menganggap Gunung Peyek sebagai tempat yang sakral."
Panorama Travel Pabangbon,"9HJV+GG4, Jl. Raya Leuwiliang - Bogor, Leuweung Kolot, Kec. Cibungbulang, Kabupaten Bogor, Jawa Barat 16630, Indonesia",-6.6187472,106.593819,ATJ83zjWeTf58oZWkXQGzBMnaHjG0jgyFnKIZfUD2SkH2pl9bVsZXrGQTDOsvyw8F2WJpayyVN1rX78HW1LPzKah9em--2eOwo3AI4uZfUMdrFMe3ODDtjn_NriuCgEL3t2aJlJzp7TRZHJKP9Jj7VIHUEfZ09ads60VELtxSUhL7p-EhNOz,ChIJf7z3F3bbaS4RZAAR-1fOdVE,4.0,1034,kota,KOTA BOGOR,,tourist_attraction|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing|Entertain,Solo|Family|Couple|Friends,07.00,17.0,-,"Panorama Travel Pabangbon di Leuwiliang, Kabupaten Bogor, Jawa Barat, adalah objek wisata rumah pohon yang menawarkan pemandangan hutan pinus yang sejuk. Pengunjung dapat menikmati spot selfie menarik dan bersantai di hammock yang digantung di pohon pinus.","Dari Kota Bogor, Anda dapat menggunakan jalur Leuwiliang menuju Panorama Pabangbon. Jalur ini direkomendasikan karena lebih cepat dibandingkan Jalan Raya Dramaga yang sering macet. Jika dari Jakarta atau Depok, jalur Parung-Atang Sanjaya menuju Leuwiliang juga dapat dipilih.",Menikmati pemandangan.Relaksasi.Spot foto.,Hammock.Gardu Pandang.Rumah Pohon.,Hindari keramaian dengan datang pada hari kerja.Pastikan membawa kamera dan peralatan lainnya untuk mengabadikan momen liburan.
Sempur Park,"dekat Lapangan Basket Lapangan, RT.01/RW.01, Sempur, Kecamatan Bogor Tengah, Kota Bogor, Jawa Barat 18529, Indonesia",-6.5917106,106.8008294,ATJ83zhO5o8l8vZEYMk0GbBs7_p-WPi2uG1n1hVngmU6y1pS9v1FIMwZxgHUib8DC1Phh5On6E37AZWd3eeyy42wfbUZkP-JeSpvM9E7Yhyb2paz3uzjCQMOsEaqyIw3Q9z9Nq8hCJ8CDevEao4jqgwWziY1jckLK1jT2N1GM6gJQj-BrlEW,ChIJUXi1GszFaS4R_Dy17VQAOpI,4.6,16581,kota,KOTA BOGOR,"CR52+88 Sempur, Bogor City, West Java",park|point_of_interest|establishment,No,No,Low,Relaxing|Entertain,Solo|Family|Couple|Friends,00.00,23.59,-,"Taman Sempur di Bogor adalah ruang terbuka hijau seluas 3 hektar di bantaran Sungai Ciliwung, terletak dekat Kebun Raya Bogor. Sejak 2010, taman ini terus diperbaiki dan kini menawarkan rekreasi, fasilitas olahraga, dan acara komunitas.","Taman ini terletak di Jalan Sempur Kidul, Bogor, dekat Kebun Raya Bogor dan Taman Kencana. Akses via Jalan Padjajaran membutuhkan waktu sekitar 9 menit. City tour di Bogor dapat dimudahkan dengan penyewaan Hiace Luxury Bogor di Salsa Wisata.",Berolahraga.Berrekreasi.,Parkir.Mushola.Fasilitas olahraga.,"Buka 24 jam, fasilitas umum aktif sekitar jam 07.00-22.00 WIB.Tiket masuk gratis, namun ada biaya untuk fasilitas tertentu dan parkir kendaraan."
Tirta Sanita Hot Spring,"HM9W+H6M, Jl. Raya Ciseeng, Bojong Indah, Kec. Parung, Kabupaten Bogor, Jawa Barat 16330, Indonesia",-6.4310449,106.6955609,ATJ83zgr5ow5mofFlLzClLElMj8_dBoQZc3wJPDzRBndUtiMRFkBXO7r_O5jOxGfjaDcvi7iaXv96BmmjorEkVIeFLAElBY5ClJ5sbOLshakanMj36A8nnRgGbaafDEHaUs8d9gtmLA2PWet3-wcpjj53k490pJBtATIn--5ggJHrdYl8AJY,ChIJq6qqqtbnaS4R7x-owxJpPLI,3.7,4554,kota,KOTA BOGOR,,tourist_attraction|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing|Entertain|Adventure,Solo|Family|Couple|Friends,07.00,17.0,-,"Tirta Sanita Hot Spring, juga dikenal sebagai Tirta Sayaga, adalah pemandian air panas yang terletak di Ciseeng, Bogor. Tempat ini didirikan pada tahun 1990 dan diresmikan pada tahun 1992. Sumber air panas di sini mengandung senyawa belerang, dan oleh masyarakat setempat, diyakini memiliki kemampuan penyembuhan berbagai penyakit.","Tirta Sanita Ciseeng dapat dicapai dengan beberapa rute yang berbeda. Dari Depok, perjalanan sekitar 15 km atau sekitar 30 menit, melalui Jl. Raya Sawangan, Jl. Muchtar Raya, dan Jl. Jakarta-Bogor ke arah selatan, lalu belok kanan di pertigaan Parung dan cari petunjuk menuju Tirta Sanita. Dari Bogor, jarak sekitar 25 km, dengan mengikuti Jl. Jakarta-Bogor hingga mencapai pertigaan Jl. Mad Nur, lalu belok kiri di perempatan Ciseeng. Dari Jakarta, rute terdekat adalah melalui Pondok Indah, Serpong, Taman Tekno, dan menuju Puspitek, sekitar 10 kilometer lagi sampai di Tirta Sanita Ciseeng.",Nikmati perendaman di kolam-kolam air panas.Mencoba berbagai wahana outbound..Mencoba berbagai wahana permainan.,Kolam renang.Warung makanan.Mushola.Area parkir.Toilet.Playground anak.Penginapan.,"Pastikan Anda membawa pakaian renang, perlindungan matahari, dan perlengkapan mandi.Ajak keluarga atau teman-teman Anda untuk bersenang-senang di kolam rendam atau mencoba wahana permainan outbound.Nikmati suasana alam yang indah dan manfaatkan fasilitas yang tersedia untuk pengalaman yang lebih baik. Pastikan Anda merencanakan waktu yang cukup untuk menikmati semua aktivitas yang ditawarkan."
Curug Tiis,"CRX3+FJG, RT.07/RW.15, Kedunghalang, Bogor Utara, Bogor City, West Java 16165, Indonesia",-6.551304699999999,106.8040847,ATJ83zjtvSM169qG4PDWOKQf1Pw5XP57H9xknbF_rCZfogVRxDdZVu8Zgfrip1v28OBjgUX8ON39V2k4hFqqweiHtYNea3Wcvm_tkOrxlY5t4IJ11BbbCg7LN7mOWQ7xo4fG6r4okh4LV8VvLLcrL2AR8NnQS1dHlPyUk3vwOKeH1iRn-tnP,ChIJ95ObcbfFaS4R98DjOzk7YWE,4.5,6,kota,KOTA BOGOR,,tourist_attraction|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing|Entertain,Solo|Family|Couple|Friends,07.00,20.0,-,"Curug Citiis adalah destinasi pemandian air panas yang terletak di kaki Gunung Galunggung, Tasikmalaya. Terkenal sebagai tempat relaksasi dengan kolam alami di tengah alam yang indah.","Lokasi Curug Citiis berada di Kampung Citiis, Desa Padakembang, Kec. Padakembang, Kab. Tasikmalaya, Jawa Barat. Aksesnya dapat dilakukan dengan kendaraan roda dua atau roda empat melalui Jl. Ciawi-Singaparna menuju Singaparna dan arah Gunung Galunggung.",Berendam di kolam air panas.Menikmati alam sekitar.,Parkir.Kolam air panas.,"Akses jalan bisa sulit, persiapkan diri untuk menyusuri jalur setapak yang rindang.Buka 24 jam, namun jam operasional fasilitas tertentu berkisar antara 07.00-20.00 WIB.Tiket masuk terjangkau sekitar Rp. 5.000,- dan biaya parkir kendaraan."
Saung Kreatif Mulyaharja,"Jl. Pabuaran Tengah, RT.03/RW.10, Mulyaharja, Kec. Bogor Sel., Kota Bogor, Jawa Barat 16135, Indonesia",-6.650764,106.7910145,ATJ83zj9iuGAlYx43DE_gLiWebkwQUtKW5icjArev29MJsUKtIPySF8tVm_Hh273dAB0wG2maM2KOq6gPOh0dG73XeyNvrCcKDN5NqXmGT7yrtpGaM-o-cobFE7At5E_fSASzcNADKKB6xwFykEECzjsWCSan_HLcWIWsDeTVetemG7be8Id,ChIJzxAhcjHPaS4RrESQSLrT2lk,4.8,4,kota,KOTA BOGOR,"8QXR+MC Mulyaharja, Bogor City, West Java",tourist_attraction|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing|Entertain|Adventure,Solo|Family|Couple|Friends,07.00,20.0,-,"Saung Kreatif Mulyaharja adalah destinasi wisata di Bogor yang menawarkan suasana pedesaan yang indah dengan hamparan pesawahan, saung, dan aktivitas kebun. Destinasi ini terletak di kawasan Mulyaharja, Bogor, dengan pemandangan pesawahan yang menyejukkan.","Perjalanan menuju Saung Kreatif Mulyaharja bisa dimulai dari area Kalimalang, Pondok Gede, dan berlanjut hingga ke Tikum Cibubur. Rute kemudian melalui jalan raya Bogor, melewati gang-gang pemukiman dan jalanan menanjak menuju area Bogor Nirwana Residence.",Bersepeda.Menikmati alam.,Tempat istirahat.Area parkir.,Bawa perlengkapan untuk cuaca panas atau hujan.Saran untuk penambahan tempat duduk atau saung di area yang rindang untuk kenyamanan pengunjung.Bawa bekal makanan dan minuman sendiri karena ketersediaan fasilitas makanan mungkin terbatas.
"Curug Ciburial, Jonggol","Jl. Gunung Wangun Kampung Cibereum, Cibadak, Kec. Sukamakmur, Kabupaten Bogor, Jawa Barat, Indonesia",-6.6018158,106.9592445,ATJ83zhLUs_fTllt25h4sWu8E-P-AenMcaE_7LHBF3oEe6tL4zSEpdABQAF2rsPBZEQy-L6mQKFBwCviO-wpgngymOC9LGmS3UF9KbiS3fXrqWKW6sVock0EACj9HaPni5cb82ZoCZLcF0Kl6aaSq9-szKHwIET--IH3i1OTgEYi_L-ck0r9,ChIJJS5sqkq4aS4R7hd1mn6XCm0,4.5,294,kota,KOTA BOGOR,"9XX5+7M Cibadak, Bogor Regency, West Java",tourist_attraction|point_of_interest|establishment,No,Yes,Low,Nature|Relaxing|Adventure,Solo|Family|Couple|Friends,06.00,18.0,-,"Curug Ciburial adalah air terjun yang menawarkan kesegaran alam dan ketenangan di tengah kesibukan kota. Meski memiliki ketinggian yang tidak terlalu tinggi, keindahan alam sekitarnya membuatnya menarik untuk dikunjungi.","Terletak di Desa Karang Tengah, Kecamatan Babakan Madang, Kabupaten Bogor, Jawa Barat, Curug Ciburial dapat dicapai dari Jakarta dalam waktu sekitar 2 jam (jarak sekitar 60 km) dan dari pusat Kota Bogor dalam waktu sekitar 1 jam (jarak sekitar 32 km).",Bermain air.Berjalan dan trekking.Berpiknik.,Toilet dan Kamar ganti.Warung makanan.Tempat parkir.,"Pakailah alas kaki yang nyaman, terutama jika berkunjung saat medan yang becek.Bawa handuk dan baju ganti jika berencana untuk bermain air.Selalu bawa kantong sampah dan jaga kebersihan lokasi.Siapkan bekal makanan atau beli di warung yang tersedia."
